objective,run,iteration,intersect_revenue,surrogate_mean,surrogate_std,error,percent_error,abs_error
ensemble_mean,73,100,471851936.0,426554656.0,37343620.0,-45297280.0,-9.599892793488507,45297280.0
ensemble_mean,74,0,409992352.0,419193888.0,36892716.0,9201536.0,2.244318937929847,9201536.0
ensemble_mean,74,50,458161024.0,431886016.0,32420352.0,-26275008.0,-5.734885034655414,26275008.0
ensemble_mean,74,100,487336192.0,433301856.0,31527742.0,-54034336.0,-11.087692005440056,54034336.0
ensemble_mean,75,0,442275168.0,419461568.0,37788244.0,-22813600.0,-5.158236693044453,22813600.0
ensemble_mean,75,50,343504640.0,434642944.0,31622760.0,91138304.0,26.53189895775498,91138304.0
ensemble_mean,75,100,371411552.0,437965504.0,29136766.0,66553952.0,17.919192777288735,66553952.0
ensemble_mean,76,0,418424704.0,424651552.0,40064764.0,6226848.0,1.4881645229054161,6226848.0
ensemble_mean,76,50,476213216.0,438663360.0,28606692.0,-37549856.0,-7.885093218412485,37549856.0
ensemble_mean,76,100,480372320.0,439347968.0,28485776.0,-41024352.0,-8.540115716908918,41024352.0
ensemble_mean,77,0,401206688.0,425036832.0,34951896.0,23830144.0,5.939617836081536,23830144.0
ensemble_mean,77,50,468832832.0,437644032.0,31440516.0,-31188800.0,-6.65243512638637,31188800.0
ensemble_mean,77,100,478848448.0,440228704.0,31272162.0,-38619744.0,-8.065128781622365,38619744.0
ensemble_mean,78,0,497982784.0,410243808.0,34553280.0,-87738976.0,-17.618877362635892,87738976.0
ensemble_mean,78,50,401572736.0,426432288.0,30970916.0,24859552.0,6.1905477567082645,24859552.0
ensemble_mean,78,100,373474048.0,431641920.0,29806466.0,58167872.0,15.574809631752512,58167872.0
ensemble_mean,79,0,484647136.0,424376000.0,40843968.0,-60271136.0,-12.436086282783688,60271136.0
ensemble_mean,79,50,431005472.0,436923808.0,34792256.0,5918336.0,1.3731463715616121,5918336.0
ensemble_mean,79,100,420657696.0,439107136.0,33668180.0,18449440.0,4.385855809945767,18449440.0
ensemble_mean,80,0,315514464.0,398830496.0,29773370.0,83316032.0,26.406406522142834,83316032.0
ensemble_mean,80,50,464753376.0,434826752.0,30170216.0,-29926624.0,-6.439248329419343,29926624.0
ensemble_mean,80,100,464049952.0,437127360.0,29826264.0,-26922592.0,-5.801658180109024,26922592.0
ensemble_mean,81,0,515074912.0,413947776.0,33842040.0,-101127136.0,-19.63348119739134,101127136.0
ensemble_mean,81,50,485322336.0,426999072.0,32973114.0,-58323264.0,-12.017428350958898,58323264.0
ensemble_mean,81,100,444292352.0,431039040.0,30443764.0,-13253312.0,-2.9830160119434153,13253312.0
ensemble_mean,82,0,409249152.0,417014880.0,41128232.0,7765728.0,1.897555062007801,7765728.0
ensemble_mean,82,50,433427040.0,432480256.0,32162432.0,-946784.0,-0.21844137827672216,946784.0
ensemble_mean,82,100,398843168.0,436804032.0,28349578.0,37960864.0,9.517742071490115,37960864.0
ensemble_mean,83,0,478593696.0,419233696.0,35174108.0,-59360000.0,-12.403004990688386,59360000.0
ensemble_mean,83,50,384031168.0,428980000.0,36006592.0,44948832.0,11.704474986780241,44948832.0
ensemble_mean,83,100,429908096.0,431466336.0,33587320.0,1558240.0,0.3624588637660827,1558240.0
ensemble_mean,84,0,367393504.0,411031232.0,30824960.0,43637728.0,11.877653666952153,43637728.0
ensemble_mean,84,50,382819648.0,426756128.0,26124156.0,43936480.0,11.477070267824915,43936480.0
ensemble_mean,84,100,338534656.0,430004672.0,23226476.0,91470016.0,27.019395024655914,91470016.0
ensemble_mean,85,0,496343904.0,428069664.0,33713808.0,-68274240.0,-13.75543034774534,68274240.0
ensemble_mean,85,50,447569120.0,438928576.0,33990616.0,-8640544.0,-1.9305496321998263,8640544.0
ensemble_mean,85,100,448947584.0,440821600.0,33452992.0,-8125984.0,-1.8100072902942719,8125984.0
ensemble_mean,86,0,406097376.0,392263104.0,32457948.0,-13834272.0,-3.4066391012583153,13834272.0
ensemble_mean,86,50,409488128.0,413385440.0,36822928.0,3897312.0,0.9517521348018178,3897312.0
ensemble_mean,86,100,369068192.0,419324416.0,35662136.0,50256224.0,13.61705643817715,50256224.0
ensemble_mean,87,0,427291136.0,416202400.0,39256944.0,-11088736.0,-2.595124276109486,11088736.0
