run_id,well_id,well_type,depth_z,final_x,final_y,mean_total_energy
33,4,injector,47.314514,25.911871,67.19081,1.8690302e+14
33,5,producer,50.098648,57.676765,16.61277,1.8690302e+14
33,6,injector,49.59501,6.7073245,54.87636,1.8690302e+14
33,7,producer,49.663994,57.585327,49.119007,1.8690302e+14
33,8,injector,49.66651,12.384249,33.777054,1.8690302e+14
33,9,producer,49.55654,51.72124,57.92358,1.8690302e+14
33,10,injector,49.698544,25.84447,54.329792,1.8690302e+14
33,11,producer,49.242165,31.020134,57.167877,1.8690302e+14
34,0,injector,50.32964,23.535048,68.43154,1.8784548e+14
34,1,producer,50.01376,32.31508,54.209347,1.8784548e+14
34,2,injector,44.13525,36.98585,60.909576,1.8784548e+14
34,3,producer,7.097161,13.928076,6.0346923,1.8784548e+14
34,4,injector,43.688404,57.845905,28.530167,1.8784548e+14
34,5,producer,49.751877,11.133754,46.47415,1.8784548e+14
34,6,injector,48.45995,11.187112,5.4373755,1.8784548e+14
34,7,producer,41.170944,50.805267,31.7568,1.8784548e+14
34,8,injector,49.903156,33.624687,60.68546,1.8784548e+14
34,9,producer,49.574867,57.941433,57.2867,1.8784548e+14
34,10,injector,47.902504,31.769043,8.44329,1.8784548e+14
34,11,producer,49.77231,15.684793,42.64928,1.8784548e+14
35,0,injector,49.267986,57.966732,30.210014,1.8707205e+14
35,1,producer,49.955505,26.07337,68.50455,1.8707205e+14
35,2,injector,49.903423,58.39624,53.20081,1.8707205e+14
35,3,producer,13.14481,20.3093,17.862318,1.8707205e+14
35,4,injector,43.704086,21.577557,17.880606,1.8707205e+14
35,5,producer,48.651554,11.423489,10.44866,1.8707205e+14
35,6,injector,49.6442,7.506371,72.0976,1.8707205e+14
35,7,producer,49.714478,13.320153,62.099724,1.8707205e+14
35,8,injector,49.889717,57.46347,13.169927,1.8707205e+14
35,9,producer,48.549126,43.596283,49.732533,1.8707205e+14
35,10,injector,45.62958,12.513954,42.00309,1.8707205e+14
35,11,producer,49.671215,50.997166,51.91414,1.8707205e+14
36,0,injector,47.24307,14.99041,67.29742,1.8573219e+14
36,1,producer,44.11151,10.142121,10.108854,1.8573219e+14
36,2,injector,49.942635,26.018583,12.479637,1.8573219e+14
36,3,producer,49.698853,22.62619,24.398872,1.8573219e+14
36,4,injector,51.56869,29.043943,62.848907,1.8573219e+14
36,5,producer,29.245209,10.896431,45.572308,1.8573219e+14
36,6,injector,40.835514,15.689492,65.06883,1.8573219e+14
36,7,producer,49.786488,56.742992,53.96125,1.8573219e+14
36,8,injector,44.128937,57.855488,20.366343,1.8573219e+14
36,9,producer,51.507244,27.956627,66.61766,1.8573219e+14
36,10,injector,46.869858,58.020073,24.218685,1.8573219e+14
36,11,producer,49.60897,22.829008,15.054256,1.8573219e+14
37,0,injector,51.978844,57.917015,21.665216,1.8665272e+14
37,1,producer,52.402004,11.109283,67.07316,1.8665272e+14
37,2,injector,49.617558,59.39232,7.7423534,1.8665272e+14
37,3,producer,18.060787,57.95537,24.66052,1.8665272e+14
