run_id,iteration,geology_config_id,geology_name,snapshot_id,case_name,pred_total_energy,actual_total_energy,abs_err_total_energy,pred_discounted_revenue,actual_discounted_revenue,abs_err_discounted_revenue
5,10,73,v2.5_1428,run0005_iter0010,v2.5_cmaes_20260427_130344_73_run0005_iter0010,178737463164928.0,172950783262720.0,5786679902208.0,379188192.0,340697344.0,38490848.0
4,20,74,v2.5_0111,run0004_iter0020,v2.5_cmaes_20260427_130344_74_run0004_iter0020,181400007344128.0,166008086069248.0,15391921274880.0,390769792.0,341282944.0,49486848.0
4,20,76,v2.5_1203,run0004_iter0020,v2.5_cmaes_20260427_130344_76_run0004_iter0020,177060848861184.0,178674380832768.0,1613531971584.0,373670912.0,368048576.0,5622336.0
4,20,73,v2.5_1428,run0004_iter0020,v2.5_cmaes_20260427_130344_73_run0004_iter0020,179127147560960.0,160180738195456.0,18946409365504.0,382051744.0,329005408.0,53046336.0
5,20,74,v2.5_0111,run0005_iter0020,v2.5_cmaes_20260427_130344_74_run0005_iter0020,182784077332480.0,197033168207872.0,14249090875392.0,391211296.0,436890528.0,45679232.0
5,20,76,v2.5_1203,run0005_iter0020,v2.5_cmaes_20260427_130344_76_run0005_iter0020,182749231054848.0,197937862803456.0,15188631748608.0,382272448.0,434886528.0,52614080.0
5,20,73,v2.5_1428,run0005_iter0020,v2.5_cmaes_20260427_130344_73_run0005_iter0020,182107938750464.0,195631683469312.0,13523744718848.0,390069568.0,425472544.0,35402976.0
4,30,74,v2.5_0111,run0004_iter0030,v2.5_cmaes_20260427_130344_74_run0004_iter0030,182571342233600.0,192568650366976.0,9997308133376.0,393495520.0,406343008.0,12847488.0
4,30,76,v2.5_1203,run0004_iter0030,v2.5_cmaes_20260427_130344_76_run0004_iter0030,178958016446464.0,191340121948160.0,12382105501696.0,382066528.0,403222304.0,21155776.0
4,30,73,v2.5_1428,run0004_iter0030,v2.5_cmaes_20260427_130344_73_run0004_iter0030,180626611240960.0,187053945913344.0,6427334672384.0,387592320.0,391008512.0,3416192.0
5,30,74,v2.5_0111,run0005_iter0030,v2.5_cmaes_20260427_130344_74_run0005_iter0030,184026648281088.0,202181022056448.0,18154373775360.0,396794848.0,454459008.0,57664160.0
5,30,76,v2.5_1203,run0005_iter0030,v2.5_cmaes_20260427_130344_76_run0005_iter0030,183899460206592.0,197771986468864.0,13872526262272.0,389782560.0,431848672.0,42066112.0
5,30,73,v2.5_1428,run0005_iter0030,v2.5_cmaes_20260427_130344_73_run0005_iter0030,183536317366272.0,203213508706304.0,19677191340032.0,395930272.0,451623520.0,55693248.0
4,40,74,v2.5_0111,run0004_iter0040,v2.5_cmaes_20260427_130344_74_run0004_iter0040,183453672800256.0,192986570817536.0,9532898017280.0,395578496.0,411702336.0,16123840.0
4,40,76,v2.5_1203,run0004_iter0040,v2.5_cmaes_20260427_130344_76_run0004_iter0040,179811624419328.0,191754301079552.0,11942676660224.0,386640608.0,405370304.0,18729696.0
4,40,73,v2.5_1428,run0004_iter0040,v2.5_cmaes_20260427_130344_73_run0004_iter0040,181572980441088.0,189925886525440.0,8352906084352.0,390486880.0,403146304.0,12659424.0
5,40,74,v2.5_0111,run0005_iter0040,v2.5_cmaes_20260427_130344_74_run0005_iter0040,184627205505024.0,197079808868352.0,12452603363328.0,399305824.0,446245472.0,46939648.0
5,40,76,v2.5_1203,run0005_iter0040,v2.5_cmaes_20260427_130344_76_run0005_iter0040,184533454422016.0,203744457261056.0,19211002839040.0,395100480.0,448088736.0,52988256.0
5,40,73,v2.5_1428,run0005_iter0040,v2.5_cmaes_20260427_130344_73_run0005_iter0040,183964992012288.0,207248311713792.0,23283319701504.0,398792128.0,464991840.0,66199712.0
4,50,74,v2.5_0111,run0004_iter0050,v2.5_cmaes_20260427_130344_74_run0004_iter0050,183880132853760.0,175661092175872.0,8219040677888.0,396411776.0,372548672.0,23863104.0
4,50,76,v2.5_1203,run0004_iter0050,v2.5_cmaes_20260427_130344_76_run0004_iter0050,180421945982976.0,187549293215744.0,7127347232768.0,389327520.0,400547040.0,11219520.0
4,50,73,v2.5_1428,run0004_iter0050,v2.5_cmaes_20260427_130344_73_run0004_iter0050,182027391336448.0,189312293404672.0,7284902068224.0,391919616.0,403028096.0,11108480.0
5,50,74,v2.5_0111,run0005_iter0050,v2.5_cmaes_20260427_130344_74_run0005_iter0050,184900607016960.0,210389593751552.0,25488986734592.0,400594592.0,469804416.0,69209824.0
5,50,76,v2.5_1203,run0005_iter0050,v2.5_cmaes_20260427_130344_76_run0005_iter0050,185112805244928.0,205051234615296.0,19938429370368.0,398070400.0,447293984.0,49223584.0
5,50,73,v2.5_1428,run0005_iter0050,v2.5_cmaes_20260427_130344_73_run0005_iter0050,184278591733760.0,208611527622656.0,24332935888896.0,400207808.0,463586496.0,63378688.0
